,_c0,id,price,sales,prev_price,prev_sales,PriceElasticty,SalesRevenue
1803,1803,1804,1962.26,46233,1961.97,46235.0,0.2926813078299216,90721166.58
1804,1804,1805,1962.55,46232,1962.26,46233.0,0.14636703170073642,90732611.6
1805,1805,1806,1964.19,46229,1962.55,46232.0,0.07768746796605398,90802539.51
1806,1806,1807,1964.86,46228,1964.19,46229.0,0.06342682253744591,90831548.08
1807,1807,1808,1965.37,46226,1964.86,46228.0,0.16670632602880286,90851193.61999999
1808,1808,1809,1966.41,46224,1965.37,46226.0,0.08178599658857756,90895335.84
1809,1809,1810,1966.88,46223,1966.41,46224.0,0.09052432342487142,90915094.24000001
1810,1810,1811,1968.06,46220,1966.88,46223.0,0.10821895379600513,90963733.2
1811,1811,1812,1969.44,46218,1968.06,46220.0,0.06173350504262299,91023577.92
1812,1812,1813,1970.23,46216,1969.44,46218.0,0.1079023746810295,91056149.68
1813,1813,1814,1970.48,46215,1970.23,46216.0,0.1705362919366879,91065733.2
1814,1814,1815,1971.18,46213,1970.48,46215.0,0.12184495731039277,91094141.34
1815,1815,1816,1971.34,46212,1971.18,46213.0,0.26660265079818674,91099564.08
1816,1816,1817,1972.04,46210,1971.34,46212.0,0.12190603968751239,91127968.39999999
1817,1817,1818,1972.09,46209,1972.04,46210.0,0.8535322823236753,91128306.81
1818,1818,1819,1973.86,46207,1972.09,46209.0,0.048245980836346486,91206149.02
1819,1819,1820,1975.53,46204,1973.86,46207.0,0.07677346392583123,91277388.12
1820,1820,1821,1976.09,46202,1975.53,46204.0,0.15272740483767228,91299310.17999999
1821,1821,1822,1977.6,46200,1976.09,46202.0,0.05667275055397906,91365120.0
1822,1822,1823,1978.79,46198,1977.6,46200.0,0.07196470657355017,91416140.42
1823,1823,1824,1983.24,46192,1978.79,46198.0,0.05782079144223683,91609822.08
1824,1824,1825,1983.7,46191,1983.24,46192.0,0.09334815505769427,91629086.7
1825,1825,1826,1983.81,46190,1983.7,46191.0,0.3904295550741552,91632183.89999999
1826,1826,1827,1988.0,46185,1983.81,46190.0,0.051308579936118905,91815780.0
1827,1827,1828,1988.98,46183,1988.0,46185.0,0.08786902081116366,91857063.34
1828,1828,1829,1994.61,46176,1988.98,46183.0,0.05362719192312404,92103111.36
1829,1829,1830,1996.06,46173,1994.61,46176.0,0.08940604252010738,92164078.38
1830,1830,1831,1996.91,46172,1996.06,46173.0,0.050870234064704416,92201328.52000001
1831,1831,1832,1997.56,46170,1996.91,46172.0,0.1330995313408796,92227345.2
1832,1832,1833,1997.64,46169,1997.56,46170.0,0.5408332340604022,92229041.16000001
1833,1833,1834,2001.4,46164,1997.64,46169.0,0.05759449319772503,92392629.60000001
1834,1834,1835,2001.72,46163,2001.4,46164.0,0.13549395084864113,92405400.36
1835,1835,1836,2002.45,46161,2001.72,46163.0,0.11882423602880089,92435094.45
1836,1836,1837,2003.11,46159,2002.45,46161.0,0.1314781261488657,92461554.49
1837,1837,1838,2004.69,46157,2003.11,46159.0,0.05495433681010365,92530476.33
1838,1838,1839,2005.52,46155,2004.69,46157.0,0.10467931175260933,92564775.6
1839,1839,1840,2005.81,46154,2005.52,46155.0,0.14984641165861226,92576154.74
1840,1840,1841,2008.69,46150,2005.81,46154.0,0.060405772712387694,92701043.5
1841,1841,1842,2009.37,46148,2008.69,46150.0,0.1280398657545625,92728406.75999999
1842,1842,1843,2010.04,46146,2009.37,46148.0,0.1300002037615538,92755305.84
1843,1843,1844,2010.98,46145,2010.04,46146.0,0.046349924164475205,92796672.1
1844,1844,1845,2011.13,46143,2010.98,46145.0,0.5810954114652048,92799571.59
1845,1845,1846,2013.04,46140,2011.13,46143.0,0.06849241858061428,92881665.6
1846,1846,1847,2015.16,46137,2013.04,46140.0,0.06177360576164814,92973436.92
1847,1847,1848,2015.74,46136,2015.16,46137.0,0.07531810590538694,92998180.64
1848,1848,1849,2016.97,46134,2015.74,46136.0,0.07106591560117295,93050893.98
1849,1849,1850,2018.05,46131,2016.97,46134.0,0.12148039764688284,93094664.55
1850,1850,1851,2019.1,46129,2018.05,46131.0,0.08334933366366633,93139063.89999999
1851,1851,1852,2019.34,46128,2019.1,46129.0,0.1823908574236393,93148115.52
1852,1852,1853,2021.23,46125,2019.34,46128.0,0.06952189277966932,93229233.75
1853,1853,1854,2023.26,46122,2021.23,46125.0,0.0647942894374242,93316797.72
1854,1854,1855,2025.22,46119,2023.26,46122.0,0.06717894495099115,93401121.18
1855,1855,1856,2028.02,46115,2025.22,46119.0,0.06277883272050383,93522142.3
1856,1856,1857,2028.23,46114,2028.02,46115.0,0.2094295307384103,93529798.22
1857,1857,1858,2029.07,46112,2028.23,46114.0,0.10474527893694877,93564475.84
1858,1858,1859,2032.32,46108,2029.07,46112.0,0.054203359858532266,93706210.56
1859,1859,1860,2033.46,46106,2032.32,46108.0,0.07735210888173624,93754706.76
1860,1860,1861,2033.91,46105,2033.46,46106.0,0.09802084350022325,93773420.55
1861,1861,1862,2035.07,46102,2033.91,46105.0,0.11412608736790432,93820797.14
1862,1862,1863,2035.39,46101,2035.07,46102.0,0.13795849918108405,93833514.39
1863,1863,1864,2035.53,46100,2035.39,46101.0,0.31537618897871444,93837933.0
1864,1864,1865,2036.35,46098,2035.53,46100.0,0.1077183304859879,93871662.3
1865,1865,1866,2037.72,46096,2036.35,46098.0,0.06451122030994383,93930741.12
1866,1866,1867,2039.75,46093,2037.72,46096.0,0.0653637389926155,94018196.75
1867,1867,1868,2040.03,46091,2039.75,46093.0,0.31612086386236826,94027022.73
1868,1868,1869,2042.15,46088,2040.03,46091.0,0.06266795920242606,94118609.2
1869,1869,1870,2043.67,46086,2042.15,46088.0,0.058325329782460196,94184575.62
1870,1870,1871,2044.31,46084,2043.67,46086.0,0.13860190409029557,94209982.03999999
1871,1871,1872,2044.59,46083,2044.31,46084.0,0.15844298160638523,94220840.97
1872,1872,1873,2044.66,46082,2044.59,46083.0,0.6338399299378346,94222022.12
1873,1873,1874,2046.56,46079,2044.66,46082.0,0.07009278385251942,94303438.24
1874,1874,1875,2046.82,46078,2046.56,46079.0,0.17083639040734597,94313371.96
1875,1875,1876,2050.59,46073,2046.82,46078.0,0.05897093649803548,94476833.07000001
1876,1876,1877,2050.71,46072,2050.59,46073.0,0.37090997883803883,94480311.12
1877,1877,1878,2052.14,46069,2050.71,46072.0,0.09341528334160265,94540037.66
1878,1878,1879,2055.97,46065,2052.14,46069.0,0.04656754627058497,94708258.05
1879,1879,1880,2057.65,46062,2055.97,46065.0,0.07973503967348039,94779474.3
1880,1880,1881,2057.83,46061,2057.65,46062.0,0.24818750776460355,94785707.63
1881,1881,1882,2058.3,46059,2057.83,46061.0,0.19013728624078538,94803239.7
1882,1882,1883,2058.69,46058,2058.3,46059.0,0.1145975728192197,94819144.02
1883,1883,1884,2059.52,46056,2058.69,46058.0,0.10772952635171978,94853253.12
1884,1884,1885,2059.66,46055,2059.52,46056.0,0.3194267165239879,94857641.3
1885,1885,1886,2059.77,46054,2059.66,46055.0,0.4065765955153165,94860647.58
1886,1886,1887,2060.81,46052,2059.77,46054.0,0.08603339964489376,94904422.12
1887,1887,1888,2061.57,46050,2060.81,46052.0,0.11778645872021798,94935298.50000001
1888,1888,1889,2062.03,46048,2061.57,46050.0,0.19466976103902905,94952357.44000001
1889,1889,1890,2063.56,46046,2062.03,46048.0,0.058558951772928323,95018683.75999999
1890,1890,1891,2063.86,46045,2063.56,46046.0,0.14939643034236055,95030433.7
1891,1891,1892,2065.13,46042,2063.86,46045.0,0.10591635828118529,95082715.46000001
1892,1892,1893,2065.45,46041,2065.13,46042.0,0.14017856173247764,95095383.44999999
1893,1893,1894,2066.11,46039,2065.45,46041.0,0.1359674064712524,95121638.29
1894,1894,1895,2066.68,46038,2066.11,46039.0,0.07874397267432179,95145813.83999999
1895,1895,1896,2066.74,46037,2066.68,46038.0,0.7481980269714471,95146509.38
1896,1896,1897,2068.71,46034,2066.74,46037.0,0.06839981746595361,95230996.14
1897,1897,1898,2070.78,46031,2068.71,46034.0,0.06516331797713291,95320074.18
1898,1898,1899,2071.4,46029,2070.78,46031.0,0.1451430693867509,95344470.60000001
1899,1899,1900,2072.21,46027,2071.4,46029.0,0.11114034720680702,95377609.67
1900,1900,1901,2073.57,46025,2072.21,46027.0,0.06623142673833352,95436059.25000001
1901,1901,1902,2074.87,46023,2073.57,46025.0,0.06933573119043027,95491742.00999999
1902,1902,1903,2075.11,46021,2074.87,46023.0,0.37572429128061136,95498637.31
1903,1903,1904,2075.36,46020,2075.11,46021.0,0.1803748329548788,95508067.2
1904,1904,1905,2075.5,46019,2075.36,46020.0,0.3221351818253889,95512434.5
1905,1905,1906,2076.11,46017,2075.5,46019.0,0.1478968671560143,95536353.87
1906,1906,1907,2076.8,46016,2076.11,46017.0,0.06539730471599384,95566028.80000001
1907,1907,1908,2077.07,46014,2076.8,46016.0,0.3343410562578451,95574298.98
1908,1908,1909,2077.36,46013,2077.07,46014.0,0.15566758331421182,95585565.68
1909,1909,1910,2077.75,46012,2077.36,46013.0,0.11577428095769286,95601433.0
1910,1910,1911,2080.12,46008,2077.75,46012.0,0.07626061844930411,95702160.96
1911,1911,1912,2080.72,46007,2080.12,46008.0,0.07536524841965316,95727685.03999999
1912,1912,1913,2080.76,46006,2080.72,46007.0,1.1306771869074135,95727444.56000002
1913,1913,1914,2080.93,46005,2080.76,46006.0,0.26606089936876803,95733184.64999999
1914,1914,1915,2081.26,46003,2080.93,46005.0,0.27416522410404254,95744203.78000002
1915,1915,1916,2081.33,46002,2081.26,46003.0,0.6463297802164956,95745342.66
1916,1916,1917,2081.89,46001,2081.33,46002.0,0.08080520666252354,95769021.89
1917,1917,1918,2082.87,45999,2081.89,46001.0,0.09238598047914648,95809937.13
1918,1918,1919,2083.68,45997,2082.87,45999.0,0.11182853360774891,95843028.96
1919,1919,1920,2084.18,45995,2083.68,45997.0,0.18122706322288892,95861859.1
1920,1920,1921,2084.48,45994,2084.18,45995.0,0.1510564668963127,95873573.12
1921,1921,1922,2085.73,45992,2084.48,45994.0,0.07253642945665645,95926894.16
1922,1922,1923,2087.73,45989,2085.73,45992.0,0.0680595992650656,96012614.97
1923,1923,1924,2087.94,45988,2087.73,45989.0,0.21618603408612386,96020184.72
1924,1924,1925,2088.43,45986,2087.94,45988.0,0.18533942378577534,96038541.97999999
1925,1925,1926,2088.75,45985,2088.43,45986.0,0.14193264724742932,96051168.75
1926,1926,1927,2089.22,45983,2088.75,45985.0,0.19331284517102057,96068603.25999999
1927,1927,1928,2090.5,45981,2089.22,45983.0,0.07101488082291961,96123280.5
1928,1928,1929,2090.76,45980,2090.5,45981.0,0.1748759716701181,96133144.80000001
1929,1929,1930,2090.91,45979,2090.76,45980.0,0.3031546667543972,96137950.89
1930,1930,1931,2091.37,45977,2090.91,45979.0,0.1977448571812071,96154918.49
1931,1931,1932,2091.59,45976,2091.37,45977.0,0.2067736185380851,96162941.84
1932,1932,1933,2094.11,45972,2091.59,45976.0,0.0722578876535466,96270424.92
1933,1933,1934,2095.33,45970,2094.11,45972.0,0.07469855372115719,96322320.1
1934,1934,1935,2096.96,45968,2095.33,45970.0,0.055949815206216176,96393057.28
1935,1935,1936,2096.97,45967,2096.96,45968.0,4.561842606297029,96391419.99
1936,1936,1937,2097.17,45965,2096.97,45967.0,0.45622199016602244,96396419.05
1937,1937,1938,2098.37,45963,2097.17,45965.0,0.07606568909002401,96447380.31
1938,1938,1939,2098.47,45962,2098.37,45963.0,0.45655044873579737,96449878.13999999
1939,1939,1940,2099.11,45960,2098.47,45962.0,0.14270182872428028,96475095.60000001
1940,1940,1941,2100.06,45958,2099.11,45960.0,0.09617656927629556,96514557.48
1941,1941,1942,2100.57,45957,2100.06,45958.0,0.08961028571790437,96535895.49000001
1942,1942,1943,2102.08,45954,2100.57,45957.0,0.09084479291478399,96598984.32
1943,1943,1944,2103.09,45952,2102.08,45954.0,0.09060419675460682,96641191.68
1944,1944,1945,2104.02,45950,2103.09,45952.0,0.09844778554436648,96679719.0
1945,1945,1946,2105.35,45948,2104.02,45950.0,0.06887940650774192,96736621.8
1946,1946,1947,2105.84,45947,2105.35,45948.0,0.09352266506467492,96757030.48
1947,1947,1948,2106.14,45945,2105.84,45947.0,0.3055746601085209,96766602.3
1948,1948,1949,2106.3,45944,2106.14,45945.0,0.2865168845013997,96771847.2
1949,1949,1950,2107.05,45942,2106.3,45944.0,0.12227760485819386,96802091.10000001
1950,1950,1951,2110.11,45938,2107.05,45942.0,0.059998122017637025,96934233.18
1951,1951,1952,2110.37,45937,2110.11,45938.0,0.1766815279959744,96944066.69
1952,1952,1953,2111.44,45935,2110.37,45937.0,0.08589378314240036,96988996.4
1953,1953,1954,2112.95,45933,2111.44,45935.0,0.060904978262803514,97054132.35
1954,1954,1955,2113.86,45931,2112.95,45933.0,0.10112440463826035,97091703.66000001
1955,1955,1956,2116.72,45927,2113.86,45931.0,0.06441349806109194,97214599.44
1956,1956,1957,2117.82,45925,2116.72,45927.0,0.08382140439360156,97260883.50000001
1957,1957,1958,2118.39,45923,2117.82,45925.0,0.16183144692154097,97282823.97
1958,1958,1959,2118.95,45922,2118.39,45923.0,0.08238530754455124,97306421.89999999
1959,1959,1960,2120.44,45919,2118.95,45922.0,0.09293980426777837,97368484.36
1960,1960,1961,2120.88,45918,2120.44,45919.0,0.10496165637338373,97386567.84
1961,1961,1962,2123.23,45914,2120.88,45918.0,0.07866557432351333,97485982.22
1962,1962,1963,2123.49,45913,2123.23,45914.0,0.17787294000188741,97495796.36999999
1963,1963,1964,2124.21,45911,2123.49,45913.0,0.12849763315323326,97524605.31
1964,1964,1965,2124.9,45910,2124.21,45911.0,0.0670666888269799,97554159.0
1965,1965,1966,2125.48,45908,2124.9,45910.0,0.15962537583722722,97576535.84
1966,1966,1967,2125.56,45907,2125.48,45908.0,0.5787507487888507,97578082.92
1967,1967,1968,2126.03,45905,2125.56,45907.0,0.1970534607721837,97595407.15
1968,1968,1969,2128.42,45902,2126.03,45905.0,0.058168917484850466,97698734.84
1969,1969,1970,2128.62,45901,2128.42,45902.0,0.2318573467100134,97705786.61999999
1970,1970,1971,2129.56,45899,2128.62,45901.0,0.09869234691511966,97744674.44
1971,1971,1972,2130.78,45897,2129.56,45899.0,0.07608353233719085,97796409.66000001
1972,1972,1973,2131.17,45895,2130.78,45897.0,0.23810521446488786,97810047.15
1973,1973,1974,2133.04,45892,2131.17,45895.0,0.07453101865869967,97889471.67999999
1974,1974,1975,2137.06,45887,2133.04,45892.0,0.05786802701861339,98063272.22
1975,1975,1976,2138.45,45885,2137.06,45887.0,0.06703365895524618,98122778.24999999
1976,1976,1977,2138.49,45884,2138.45,45885.0,1.1651374647222617,98122475.16
1977,1977,1978,2138.77,45883,2138.49,45884.0,0.1664642907735641,98133183.91
1978,1978,1979,2138.82,45882,2138.77,45883.0,0.9322922682906202,98133339.24000001
1979,1979,1980,2139.3,45880,2138.82,45882.0,0.1942579717094149,98151084.00000001
1980,1980,1981,2140.48,45878,2139.3,45880.0,0.07905429942654231,98200941.44
1981,1981,1982,2141.77,45876,2140.48,45878.0,0.07235812375288153,98255840.52
1982,1982,1983,2144.68,45872,2141.77,45876.0,0.06421968316921599,98380760.96
1983,1983,1984,2144.89,45871,2144.68,45872.0,0.22264939896798958,98388249.19
1984,1984,1985,2145.0,45870,2144.89,45871.0,0.42509891978455494,98391150.0
1985,1985,1986,2146.11,45867,2145.0,45870.0,0.12642221344270324,98435627.37
1986,1986,1987,2149.31,45863,2146.11,45867.0,0.058533467785896715,98573804.53
1987,1987,1988,2149.89,45862,2149.31,45863.0,0.08081127057077546,98598255.17999999
1988,1988,1989,2150.5,45860,2149.89,45862.0,0.15372145553149025,98621930.0
1989,1989,1990,2151.13,45858,2150.5,45860.0,0.14889082027481942,98646519.54
1990,1990,1991,2151.61,45857,2151.13,45858.0,0.0977380108669937,98666379.77000001
1991,1991,1992,2152.86,45855,2151.61,45857.0,0.07509542916957432,98719395.30000001
1992,1992,1993,2152.91,45854,2152.86,45855.0,0.9390070767369607,98719535.14
1993,1993,1994,2153.23,45852,2152.91,45854.0,0.2934745272935929,98729901.96
1994,1994,1995,2155.8,45849,2153.23,45852.0,0.054852140205113316,98841274.2
1995,1995,1996,2156.33,45847,2155.8,45849.0,0.17745799903216175,98861261.50999999
1996,1996,1997,2156.75,45846,2156.33,45847.0,0.11199587858654768,98878360.5
1997,1997,1998,2157.09,45844,2156.75,45846.0,0.27675351087091116,98889633.96000001
1998,1998,1999,2158.26,45842,2157.09,45844.0,0.08045575842185512,98938954.92000002
1999,1999,2000,2158.29,45841,2158.26,45842.0,1.5693749113927487,98938171.89
2000,2000,2001,2158.37,45840,2158.29,45841.0,0.5885434277554682,98939680.8
2001,2001,2002,2160.47,45837,2158.37,45840.0,0.06729901096863658,99029463.38999999
2002,2002,2003,2160.97,45836,2160.47,45837.0,0.0942794497834695,99050220.91999999
2003,2003,2004,2161.88,45834,2160.97,45836.0,0.10364098648157526,99087607.92
2004,2004,2005,2163.16,45831,2161.88,45834.0,0.11058541973492626,99139785.96
2005,2005,2006,2164.08,45829,2163.16,45831.0,0.10262975647239936,99177622.32
2006,2006,2007,2166.73,45826,2164.08,45829.0,0.05349194014057866,99292568.98
2007,2007,2008,2166.93,45825,2166.73,45826.0,0.2364218611910367,99299567.24999999
2008,2008,2009,2167.28,45823,2166.93,45825.0,0.2702395500795276,99311271.44000001
2009,2009,2010,2168.11,45821,2167.28,45823.0,0.11399243694695978,99344968.31
2010,2010,2011,2168.13,45820,2168.11,45821.0,2.365884265778387,99343716.60000001
2011,2011,2012,2169.88,45818,2168.13,45820.0,0.05410119944003268,99419561.84
2012,2012,2013,2170.15,45816,2169.88,45818.0,0.3508345196146904,99427592.4
2013,2013,2014,2171.9,45814,2170.15,45816.0,0.054156311875399515,99503426.60000001
2014,2014,2015,2177.95,45807,2171.9,45814.0,0.05493155824015115,99765355.64999999
2015,2015,2016,2178.4,45805,2177.95,45807.0,0.21134300698100486,99781612.0
2016,2016,2017,2179.32,45803,2178.4,45805.0,0.10341132158572763,99819393.96000001
2017,2017,2018,2180.09,45801,2179.32,45803.0,0.12360969889025723,99850302.09
2018,2018,2019,2180.64,45800,2180.09,45801.0,0.08655582362642256,99873312.0
2019,2019,2020,2182.63,45797,2180.64,45800.0,0.07181232976897133,99957906.11
2020,2020,2021,2183.4,45795,2182.63,45797.0,0.12381362632476561,99988803.0
2021,2021,2022,2186.1,45791,2183.4,45795.0,0.0706803805530733,100103705.1
2022,2022,2023,2186.41,45790,2186.1,45791.0,0.1540152539035872,100115713.89999999
2023,2023,2024,2186.65,45789,2186.41,45790.0,0.19896573814210006,100124516.85000001
2024,2024,2025,2188.17,45786,2186.65,45789.0,0.09428897797318964,100187551.62
2025,2025,2026,2189.63,45784,2188.17,45786.0,0.06549073169563956,100250019.92
2026,2026,2027,2190.01,45782,2189.63,45784.0,0.2517390389675059,100263037.82000001
2027,2027,2028,2190.49,45781,2190.01,45782.0,0.09966953536554031,100282822.68999998
2028,2028,2029,2190.69,45780,2190.49,45781.0,0.23924924367329012,100289788.2
2029,2029,2030,2191.19,45778,2190.69,45780.0,0.19143624806133816,100308295.82000001
2030,2030,2031,2191.57,45777,2191.19,45778.0,0.12597432087122615,100323499.89
2031,2031,2032,2195.25,45772,2191.57,45777.0,0.06510560749838698,100480983.0
2032,2032,2033,2195.61,45771,2195.25,45772.0,0.13323611126278384,100495265.31
2033,2033,2034,2196.37,45769,2195.61,45771.0,0.12626001862865144,100525658.53
2034,2034,2035,2196.75,45768,2196.37,45769.0,0.1262969302605486,100540854.0
2035,2035,2036,2196.92,45767,2196.75,45768.0,0.2823522985420633,100546437.64
2036,2036,2037,2197.23,45765,2196.92,45767.0,0.30972069700994914,100556230.95
2037,2037,2038,2199.06,45762,2197.23,45765.0,0.07874215026042077,100633383.72
2038,2038,2039,2199.81,45761,2199.06,45762.0,0.06408400074298264,100665505.41
2039,2039,2040,2201.02,45758,2199.81,45761.0,0.11922277079437331,100714273.16
2040,2040,2041,2201.47,45757,2201.02,45758.0,0.10690390767759456,100732662.78999999
2041,2041,2042,2201.64,45756,2201.47,45757.0,0.28302696948862394,100738239.83999999
2042,2042,2043,2202.15,45754,2201.64,45756.0,0.18871997274478158,100757171.10000001
2043,2043,2044,2202.39,45753,2202.15,45754.0,0.2005556951928999,100765949.66999999
2044,2044,2045,2203.17,45751,2202.39,45753.0,0.12345151788233075,100797230.67
2045,2045,2046,2203.26,45750,2203.17,45751.0,0.5350797623332442,100799145.00000001
2046,2046,2047,2204.9,45748,2203.26,45750.0,0.05875325010436509,100869765.2
2047,2047,2048,2208.87,45743,2204.9,45748.0,0.060759028561455763,101040340.41
2048,2048,2049,2209.11,45741,2208.87,45743.0,0.40243649162655465,101046900.51
2049,2049,2050,2209.77,45740,2209.11,45741.0,0.07318757695340239,101074879.8
2050,2050,2051,2211.41,45737,2209.77,45740.0,0.08841046809847866,101143259.16999999
2051,2051,2052,2212.05,45735,2211.41,45737.0,0.15112069813705756,101168106.75000001
2052,2052,2053,2212.4,45734,2212.05,45735.0,0.13820295088269252,101181901.60000001
2053,2053,2054,2214.53,45731,2212.4,45734.0,0.06816938365556244,101272671.43
2054,2054,2055,2214.8,45730,2214.53,45731.0,0.17936525869963188,101282804.00000001
2055,2055,2056,2215.66,45728,2214.8,45730.0,0.11265712511580322,101317700.47999999
2056,2056,2057,2216.13,45726,2215.66,45728.0,0.20620946979961086,101334760.38000001
2057,2057,2058,2218.06,45723,2216.13,45726.0,0.07537013325528723,101416357.38
2058,2058,2059,2218.8,45722,2218.06,45723.0,0.06556680799119516,101447973.60000001
2059,2059,2060,2219.26,45720,2218.8,45722.0,0.21101805563610526,101464567.2
2060,2060,2061,2220.16,45718,2219.26,45720.0,0.10789144313941432,101501274.88
2061,2061,2062,2221.25,45716,2220.16,45718.0,0.08912850960023516,101546665.0
2062,2062,2063,2221.26,45715,2221.25,45716.0,4.858866248759206,101544900.9
2063,2063,2064,2221.68,45714,2221.26,45715.0,0.11570102015157328,101561879.52
2064,2064,2065,2222.91,45712,2221.68,45714.0,0.07904726893614497,101613661.91999999
2065,2065,2066,2229.83,45704,2222.91,45712.0,0.05631045222475256,101912150.32
2066,2066,2067,2230.35,45702,2229.83,45704.0,0.18767409646564848,101931455.7
2067,2067,2068,2231.58,45700,2230.35,45702.0,0.07937649867297444,101983206.0
2068,2068,2069,2233.74,45697,2231.58,45700.0,0.06785598360267568,102075216.77999999
2069,2069,2070,2236.16,45693,2233.74,45697.0,0.0808432483073607,102176858.88
2070,2070,2071,2236.63,45692,2236.16,45693.0,0.10413716111046617,102196097.96000001
2071,2071,2072,2236.77,45691,2236.63,45692.0,0.34965865798765855,102200258.07
2072,2072,2073,2236.89,45690,2236.77,45691.0,0.4079677394648111,102203504.1
2073,2073,2074,2237.26,45688,2236.89,45690.0,0.26466539642552916,102215934.88000001
2074,2074,2075,2237.38,45687,2237.26,45688.0,0.4080839033291445,102219180.06
2075,2075,2076,2237.83,45686,2237.38,45687.0,0.1088386187507812,102237501.38
2076,2076,2077,2239.85,45683,2237.83,45686.0,0.07278201361490504,102323067.55
2077,2077,2078,2240.99,45681,2239.85,45683.0,0.08604179772140473,102370664.18999998
2078,2078,2079,2244.44,45676,2240.99,45681.0,0.07115626813933562,102517041.44
2079,2079,2080,2244.77,45675,2244.44,45676.0,0.1489164504676431,102529869.75
2080,2080,2081,2244.95,45674,2244.77,45675.0,0.2730504864739797,102535846.3
2081,2081,2082,2245.9,45672,2244.95,45674.0,0.103501204788703,102574744.8
2082,2082,2083,2247.34,45669,2245.9,45672.0,0.10248318571798329,102633770.46000001
2083,2083,2084,2247.41,45668,2247.34,45669.0,0.7030087947489108,102634719.88
2084,2084,2085,2248.96,45666,2247.41,45668.0,0.06352254080555765,102701007.36
2085,2085,2086,2249.78,45664,2248.96,45666.0,0.12014164661517203,102733953.92
2086,2086,2087,2250.35,45662,2249.78,45664.0,0.1728963255214229,102755481.7
2087,2087,2088,2250.38,45661,2250.35,45662.0,1.6427880526519358,102754601.18
2088,2088,2089,2251.35,45659,2250.38,45661.0,0.10164167242416897,102794389.64999999
2089,2089,2090,2251.55,45658,2251.35,45659.0,0.24655321572072325,102801269.9
2090,2090,2091,2254.67,45654,2251.55,45658.0,0.06326884887205769,102934704.18
2091,2091,2092,2256.89,45651,2254.67,45654.0,0.06677293360389082,103029285.39
2092,2092,2093,2257.04,45649,2256.89,45651.0,0.6592084702442152,103031618.96
2093,2093,2094,2258.06,45647,2257.04,45649.0,0.09697179783234884,103073664.82
2094,2094,2095,2259.75,45645,2258.06,45647.0,0.05856505181241509,103146288.75
2095,2095,2096,2260.58,45643,2259.75,45645.0,0.11931865574647367,103179652.94
2096,2096,2097,2260.72,45642,2260.58,45643.0,0.35378211097145607,103183782.24
2097,2097,2098,2261.2,45640,2260.72,45642.0,0.2064079811280715,103201167.99999999
2098,2098,2099,2261.26,45639,2261.2,45640.0,0.8257576587476925,103201645.14000002
2099,2099,2100,2261.41,45638,2261.26,45639.0,0.33032563880721827,103206229.58
2100,2100,2101,2262.65,45636,2261.41,45638.0,0.079944682688833,103258295.4
2101,2101,2102,2262.68,45635,2262.65,45636.0,1.6527082351964348,103257401.8
2102,2102,2103,2263.84,45633,2262.68,45635.0,0.08551019883841135,103305810.72000001
2103,2103,2104,2264.83,45631,2263.84,45633.0,0.10024575169651012,103346457.72999999
2104,2104,2105,2265.42,45629,2264.83,45631.0,0.16827503463744425,103368849.18
2105,2105,2106,2265.52,45628,2265.42,45629.0,0.4965032819404671,103371146.56
2106,2106,2107,2265.66,45627,2265.52,45628.0,0.3546717596690688,103375268.82
2107,2107,2108,2266.28,45625,2265.66,45627.0,0.16020647536836927,103399025.00000001
2108,2108,2109,2266.37,45624,2266.28,45625.0,0.551926900875087,103400864.88
2109,2109,2110,2268.65,45621,2266.37,45624.0,0.06539680616961856,103498081.65
2110,2110,2111,2268.92,45620,2268.65,45621.0,0.18419147986997014,103508130.4
2111,2111,2112,2270.54,45617,2268.92,45620.0,0.09213813921334517,103575223.17999999
2112,2112,2113,2270.58,45616,2270.54,45617.0,1.2443742943902234,103574777.28
2113,2113,2114,2270.69,45615,2270.58,45616.0,0.4525246103542101,103577524.35000001
2114,2114,2115,2270.95,45614,2270.69,45615.0,0.19147251590899864,103587113.3
2115,2115,2116,2271.88,45612,2270.95,45614.0,0.10709147481767668,103624990.56
2116,2116,2117,2272.04,45610,2271.88,45612.0,0.6226458529746295,103627744.39999999
2117,2117,2118,2272.25,45609,2272.04,45610.0,0.23722553624214737,103635050.25
2118,2118,2119,2272.65,45608,2272.25,45609.0,0.12456285560802718,103651021.2
2119,2119,2120,2272.67,45607,2272.65,45608.0,2.4915419613024907,103649660.69
2120,2120,2121,2273.73,45605,2272.67,45607.0,0.09404588439621553,103693456.65
2121,2121,2122,2273.75,45604,2273.73,45605.0,2.4928899560373075,103692095.0
2122,2122,2123,2275.22,45601,2273.75,45604.0,0.10178841340824758,103752307.21999998
2123,2123,2124,2275.39,45600,2275.22,45601.0,0.29350877860588814,103757784.0
2124,2124,2125,2275.98,45599,2275.39,45600.0,0.08458630512040771,103782412.02
2125,2125,2126,2276.11,45597,2275.98,45599.0,0.7679301048959938,103783787.67
2126,2126,2127,2276.94,45596,2276.11,45597.0,0.06015376629389355,103819356.24000001
2127,2127,2128,2277.57,45594,2276.94,45596.0,0.1585564415479702,103843526.58000001
2128,2128,2129,2278.61,45592,2277.57,45594.0,0.09608804657935344,103886387.12
2129,2129,2130,2279.96,45590,2278.61,45592.0,0.07406546288782316,103943376.4
2130,2130,2131,2283.11,45585,2279.96,45590.0,0.07944028795139067,104075569.35000001
